[2021-02-15 04:28:32] main.ERROR: Error: Application is not installed yet.  [] []
[2021-02-15 07:01:34] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http://localhost/demom/","invalidateInfo":{"identifier":"LOCKED_RECORD_INFO_BLOCK_e7d8674d8e04a4b16b29909182f75b7c38966f2a"}} []
[2021-02-15 07:01:34] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http://localhost/demom/","invalidateInfo":{"identifier":"LOCKED_RECORD_INFO_BLOCK_a4f58daf9fcc5d542df4dd71a4416d146a534865"}} []
[2021-02-15 07:01:34] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http://localhost/demom/","invalidateInfo":{"identifier":"LOCKED_RECORD_INFO_BLOCK_fdafa7839247bf26fdf2b1a62117b68e7d66c22c"}} []
[2021-02-15 07:01:39] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http://localhost/demom/electronics.html","invalidateInfo":{"identifier":"LOCKED_RECORD_INFO_BLOCK_a9bec2ffc04947471f93cfa6a137b4d5cf98037b"}} []
[2021-02-15 07:01:46] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http://localhost/demom/electronics.html","invalidateInfo":{"identifier":"LOCKED_RECORD_INFO_BLOCK_68a092dc2860580b6b064194a5dd715b1b2f81d0"}} []
[2021-02-15 07:01:46] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http://localhost/demom/electronics.html","invalidateInfo":{"identifier":"LOCKED_RECORD_INFO_BLOCK_036be5245e0b9d061ae938046af38bd438fdf956"}} []
[2021-02-15 07:01:46] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http://localhost/demom/electronics.html","invalidateInfo":{"identifier":"LOCKED_RECORD_INFO_BLOCK_0cfd9c262014591c85770b80b0f546770b3ddfb7"}} []
[2021-02-15 07:01:56] main.INFO: Item Magento_Backend::system_currency was removed [] []
[2021-02-15 07:01:56] main.INFO: Add of item with id Magento_Config::system_config was processed [] []
[2021-02-15 07:01:56] main.INFO: Add of item with id Magento_Theme::design_config was processed [] []
[2021-02-15 07:01:56] main.INFO: Add of item with id Magento_Theme::system_design_theme was processed [] []
[2021-02-15 07:01:56] main.INFO: Add of item with id Magento_Backend::system_design_schedule was processed [] []
[2021-02-15 07:01:56] main.INFO: Add of item with id Magento_Backend::system_store was processed [] []
[2021-02-15 07:01:56] main.INFO: Add of item with id Magento_Backend::dashboard was processed [] []
[2021-02-15 07:01:56] main.INFO: Add of item with id Magento_Backend::system was processed [] []
[2021-02-15 07:01:56] main.INFO: Add of item with id Magento_Backend::system_tools was processed [] []
[2021-02-15 07:01:56] main.INFO: Add of item with id Magento_Backend::system_design was processed [] []
[2021-02-15 07:01:56] main.INFO: Add of item with id Magento_Backend::system_convert was processed [] []
[2021-02-15 07:01:56] main.INFO: Add of item with id Magento_Backend::system_cache was processed [] []
[2021-02-15 07:01:56] main.INFO: Add of item with id Magento_Backend::marketing was processed [] []
[2021-02-15 07:01:56] main.INFO: Add of item with id Magento_Backend::marketing_communications was processed [] []
[2021-02-15 07:01:56] main.INFO: Add of item with id Magento_Backend::marketing_seo was processed [] []
[2021-02-15 07:01:56] main.INFO: Add of item with id Magento_Backend::marketing_user_content was processed [] []
[2021-02-15 07:01:56] main.INFO: Add of item with id Magento_Backend::content was processed [] []
[2021-02-15 07:01:56] main.INFO: Add of item with id Magento_Backend::content_elements was processed [] []
[2021-02-15 07:01:56] main.INFO: Add of item with id Magento_Backend::stores was processed [] []
[2021-02-15 07:01:56] main.INFO: Add of item with id Magento_Backend::stores_settings was processed [] []
[2021-02-15 07:01:56] main.INFO: Add of item with id Magento_Backend::stores_attributes was processed [] []
[2021-02-15 07:01:56] main.INFO: Add of item with id Magento_Backend::other_settings was processed [] []
[2021-02-15 07:01:56] main.INFO: Add of item with id Magento_Backend::system_other_settings was processed [] []
[2021-02-15 07:01:56] main.INFO: Add of item with id Magento_Backend::setup_wizard was processed [] []
[2021-02-15 07:01:56] main.INFO: Add of item with id Magento_Variable::system_variable was processed [] []
[2021-02-15 07:01:56] main.INFO: Add of item with id Magento_Customer::customer was processed [] []
[2021-02-15 07:01:56] main.INFO: Add of item with id Magento_Customer::customer_manage was processed [] []
[2021-02-15 07:01:56] main.INFO: Add of item with id Magento_Customer::customer_online was processed [] []
[2021-02-15 07:01:56] main.INFO: Add of item with id Magento_Customer::customer_group was processed [] []
[2021-02-15 07:01:56] main.INFO: Add of item with id Magento_Search::search_terms was processed [] []
[2021-02-15 07:01:56] main.INFO: Add of item with id Magento_Search::search_synonyms was processed [] []
[2021-02-15 07:01:56] main.INFO: Add of item with id Magento_Backup::system_tools_backup was processed [] []
[2021-02-15 07:01:56] main.INFO: Add of item with id Magento_AdminNotification::system_adminnotification was processed [] []
[2021-02-15 07:01:56] main.INFO: Add of item with id Magento_Indexer::system_index was processed [] []
[2021-02-15 07:01:56] main.INFO: Add of item with id Magento_Cms::cms_page was processed [] []
[2021-02-15 07:01:56] main.INFO: Add of item with id Magento_Cms::cms_block was processed [] []
[2021-02-15 07:01:56] main.INFO: Add of item with id Magento_Catalog::catalog was processed [] []
[2021-02-15 07:01:56] main.INFO: Add of item with id Magento_Catalog::catalog_products was processed [] []
[2021-02-15 07:01:56] main.INFO: Add of item with id Magento_Catalog::catalog_categories was processed [] []
[2021-02-15 07:01:56] main.INFO: Add of item with id Magento_Catalog::catalog_attributes_attributes was processed [] []
[2021-02-15 07:01:56] main.INFO: Add of item with id Magento_Catalog::catalog_attributes_sets was processed [] []
[2021-02-15 07:01:56] main.INFO: Add of item with id Magento_Catalog::inventory was processed [] []
[2021-02-15 07:01:56] main.INFO: Add of item with id Magento_CatalogRule::promo was processed [] []
[2021-02-15 07:01:56] main.INFO: Add of item with id Magento_CatalogRule::promo_catalog was processed [] []
[2021-02-15 07:01:56] main.INFO: Add of item with id Magento_Widget::cms_widget_instance was processed [] []
[2021-02-15 07:01:56] main.INFO: Add of item with id Magento_Sales::sales was processed [] []
[2021-02-15 07:01:56] main.INFO: Add of item with id Magento_Sales::sales_operation was processed [] []
[2021-02-15 07:01:56] main.INFO: Add of item with id Magento_Sales::sales_order was processed [] []
[2021-02-15 07:01:56] main.INFO: Add of item with id Magento_Sales::sales_invoice was processed [] []
[2021-02-15 07:01:56] main.INFO: Add of item with id Magento_Sales::sales_shipment was processed [] []
[2021-02-15 07:01:56] main.INFO: Add of item with id Magento_Sales::sales_creditmemo was processed [] []
[2021-02-15 07:01:56] main.INFO: Add of item with id Magento_Sales::sales_transactions was processed [] []
[2021-02-15 07:01:56] main.INFO: Add of item with id Magento_Sales::system_order_statuses was processed [] []
[2021-02-15 07:01:56] main.INFO: Add of item with id Magento_User::system_acl was processed [] []
[2021-02-15 07:01:56] main.INFO: Add of item with id Magento_User::system_acl_users was processed [] []
[2021-02-15 07:01:56] main.INFO: Add of item with id Magento_User::system_acl_roles was processed [] []
[2021-02-15 07:01:56] main.INFO: Add of item with id Magento_User::system_acl_locks was processed [] []
[2021-02-15 07:01:56] main.INFO: Add of item with id Magento_CurrencySymbol::system_currency was processed [] []
[2021-02-15 07:01:56] main.INFO: Add of item with id Magento_CurrencySymbol::system_currency_rates was processed [] []
[2021-02-15 07:01:56] main.INFO: Add of item with id Magento_CurrencySymbol::system_currency_symbols was processed [] []
[2021-02-15 07:01:56] main.INFO: Add of item with id Magento_Integration::system_extensions was processed [] []
[2021-02-15 07:01:56] main.INFO: Add of item with id Magento_Integration::system_integrations was processed [] []
[2021-02-15 07:01:56] main.INFO: Add of item with id Magento_Downloadable::report_products_downloads was processed [] []
[2021-02-15 07:01:56] main.INFO: Add of item with id Magento_AsynchronousOperations::system_magento_logging was processed [] []
[2021-02-15 07:01:56] main.INFO: Add of item with id Magento_AsynchronousOperations::system_magento_logging_bulk_operations was processed [] []
[2021-02-15 07:01:56] main.INFO: Add of item with id Magento_ImportExport::system_convert_import was processed [] []
[2021-02-15 07:01:56] main.INFO: Add of item with id Magento_ImportExport::system_convert_export was processed [] []
[2021-02-15 07:01:56] main.INFO: Add of item with id Magento_ImportExport::system_convert_history was processed [] []
[2021-02-15 07:01:56] main.INFO: Add of item with id Magento_Email::template was processed [] []
[2021-02-15 07:01:56] main.INFO: Add of item with id Magento_EncryptionKey::system_crypt_key was processed [] []
[2021-02-15 07:01:56] main.INFO: Add of item with id Magento_Analytics::business_intelligence was processed [] []
[2021-02-15 07:01:56] main.INFO: Add of item with id Magento_Analytics::advanced_reporting was processed [] []
[2021-02-15 07:01:56] main.INFO: Add of item with id Magento_Analytics::bi_essentials was processed [] []
[2021-02-15 07:01:56] main.INFO: Add of item with id Magento_Marketplace::partners was processed [] []
[2021-02-15 07:01:56] main.INFO: Add of item with id Magento_Newsletter::newsletter_template was processed [] []
[2021-02-15 07:01:56] main.INFO: Add of item with id Magento_Newsletter::newsletter_queue was processed [] []
[2021-02-15 07:01:56] main.INFO: Add of item with id Magento_Newsletter::newsletter_subscriber was processed [] []
[2021-02-15 07:01:56] main.INFO: Add of item with id Magento_Newsletter::newsletter_problem was processed [] []
[2021-02-15 07:01:56] main.INFO: Add of item with id Magento_SalesRule::promo_quote was processed [] []
[2021-02-15 07:01:56] main.INFO: Add of item with id Magento_Paypal::report_salesroot_paypal_settlement_reports was processed [] []
[2021-02-15 07:01:56] main.INFO: Add of item with id Magento_Paypal::paypal_billing_agreement was processed [] []
[2021-02-15 07:01:56] main.INFO: Add of item with id Magento_Reports::report was processed [] []
[2021-02-15 07:01:56] main.INFO: Add of item with id Magento_Reports::report_marketing was processed [] []
[2021-02-15 07:01:56] main.INFO: Add of item with id Magento_Reports::report_salesroot was processed [] []
[2021-02-15 07:01:56] main.INFO: Add of item with id Magento_Reports::report_salesroot_sales was processed [] []
[2021-02-15 07:01:56] main.INFO: Add of item with id Magento_Reports::report_salesroot_tax was processed [] []
[2021-02-15 07:01:56] main.INFO: Add of item with id Magento_Reports::report_salesroot_invoiced was processed [] []
[2021-02-15 07:01:56] main.INFO: Add of item with id Magento_Reports::report_salesroot_shipping was processed [] []
[2021-02-15 07:01:56] main.INFO: Add of item with id Magento_Reports::report_salesroot_refunded was processed [] []
[2021-02-15 07:01:56] main.INFO: Add of item with id Magento_Reports::report_salesroot_coupons was processed [] []
[2021-02-15 07:01:56] main.INFO: Add of item with id Magento_Reports::report_shopcart_product was processed [] []
[2021-02-15 07:01:56] main.INFO: Add of item with id Magento_Reports::report_shopcart_abandoned was processed [] []
[2021-02-15 07:01:56] main.INFO: Add of item with id Magento_Reports::report_products was processed [] []
[2021-02-15 07:01:56] main.INFO: Add of item with id Magento_Reports::report_products_bestsellers was processed [] []
[2021-02-15 07:01:56] main.INFO: Add of item with id Magento_Reports::report_products_sold was processed [] []
[2021-02-15 07:01:56] main.INFO: Add of item with id Magento_Reports::report_products_viewed was processed [] []
[2021-02-15 07:01:56] main.INFO: Add of item with id Magento_Reports::report_products_lowstock was processed [] []
[2021-02-15 07:01:56] main.INFO: Add of item with id Magento_Reports::report_customers was processed [] []
[2021-02-15 07:01:56] main.INFO: Add of item with id Magento_Reports::report_customers_accounts was processed [] []
[2021-02-15 07:01:56] main.INFO: Add of item with id Magento_Reports::report_customers_totals was processed [] []
[2021-02-15 07:01:56] main.INFO: Add of item with id Magento_Reports::report_customers_orders was processed [] []
[2021-02-15 07:01:56] main.INFO: Add of item with id Magento_Reports::report_statistics was processed [] []
[2021-02-15 07:01:56] main.INFO: Add of item with id Magento_Reports::report_statistics_refresh was processed [] []
[2021-02-15 07:01:56] main.INFO: Add of item with id Magento_Search::report_search_term was processed [] []
[2021-02-15 07:01:56] main.INFO: Add of item with id Magento_Review::catalog_reviews_ratings_ratings was processed [] []
[2021-02-15 07:01:56] main.INFO: Add of item with id Magento_Review::catalog_reviews_ratings_pending was processed [] []
[2021-02-15 07:01:56] main.INFO: Add of item with id Magento_Review::catalog_reviews_ratings_reviews_all was processed [] []
[2021-02-15 07:01:56] main.INFO: Add of item with id Magento_Review::report_review was processed [] []
[2021-02-15 07:01:56] main.INFO: Add of item with id Magento_Review::report_review_customer was processed [] []
[2021-02-15 07:01:56] main.INFO: Add of item with id Magento_Review::report_review_product was processed [] []
[2021-02-15 07:01:56] main.INFO: Add of item with id Magento_CheckoutAgreements::sales_checkoutagreement was processed [] []
[2021-02-15 07:01:56] main.INFO: Add of item with id Magento_Braintree::settlement_report was processed [] []
[2021-02-15 07:01:56] main.INFO: Add of item with id Magento_UrlRewrite::urlrewrite was processed [] []
[2021-02-15 07:01:56] main.INFO: Add of item with id Magento_Sitemap::catalog_sitemap was processed [] []
[2021-02-15 07:01:56] main.INFO: Add of item with id Magento_Tax::sales_tax was processed [] []
[2021-02-15 07:01:56] main.INFO: Add of item with id Magento_Tax::sales_tax_rules was processed [] []
[2021-02-15 07:01:56] main.INFO: Add of item with id Magento_Tax::sales_tax_rates was processed [] []
[2021-02-15 07:01:56] main.INFO: Add of item with id Magento_TaxImportExport::system_convert_tax was processed [] []
[2021-02-15 07:01:56] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http://localhost/demom/admin/catalog/category/edit/key/2876f963b79f7a0a760fdf226e98c8619f1c50090e13ab8640f84fb4211a5034/store/2/id/4/","invalidateInfo":{"identifier":"LOCKED_RECORD_INFO_BLOCK_d9f284034dbc083441b715d66da7a5a77eed4c16"}} []
[2021-02-15 07:01:56] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http://localhost/demom/admin/catalog/category/edit/key/2876f963b79f7a0a760fdf226e98c8619f1c50090e13ab8640f84fb4211a5034/store/2/id/4/","invalidateInfo":{"identifier":"LOCKED_RECORD_INFO_BLOCK_f9793de239cd78c0463516c9ae4f21e81327011f"}} []
[2021-02-15 07:02:03] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http://localhost/demom/electronics/mobiles.html","invalidateInfo":{"identifier":"LOCKED_RECORD_INFO_BLOCK_db42879b28dbe7831c5fd72534f70348e251f9b6"}} []
[2021-02-15 07:02:10] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http://localhost/demom/electronics/mobiles.html","invalidateInfo":{"identifier":"LOCKED_RECORD_INFO_BLOCK_d62ae589f2fe592761b15f430d88f8760278724b"}} []
[2021-02-15 07:02:33] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http://localhost/demom/admin/catalog/category/edit/key/2876f963b79f7a0a760fdf226e98c8619f1c50090e13ab8640f84fb4211a5034/id/3/store/4/","invalidateInfo":{"identifier":"LOCKED_RECORD_INFO_BLOCK_a79a2520ff0f6736868c642c9283cfce90d4b594"}} []
[2021-02-15 07:02:46] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://localhost/demom/admin/catalog/category/save/key/338e6b3f4b261422d340c5227a079b534319ac956bc36e356b238df145a048b0/","invalidateInfo":{"tags":["cat_c"],"mode":"matchingAnyTag"}} []
[2021-02-15 07:02:46] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://localhost/demom/admin/catalog/category/save/key/338e6b3f4b261422d340c5227a079b534319ac956bc36e356b238df145a048b0/","invalidateInfo":{"tags":["cat_c_3","FPC"],"mode":"matchingTag"}} []
[2021-02-15 07:02:46] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://localhost/demom/admin/catalog/category/save/key/338e6b3f4b261422d340c5227a079b534319ac956bc36e356b238df145a048b0/","invalidateInfo":{"tags":["cat_c_p_3","FPC"],"mode":"matchingTag"}} []
[2021-02-15 07:02:46] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://localhost/demom/admin/catalog/category/save/key/338e6b3f4b261422d340c5227a079b534319ac956bc36e356b238df145a048b0/","invalidateInfo":{"tags":["cat_c_p_1","FPC"],"mode":"matchingTag"}} []
[2021-02-15 07:02:46] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://localhost/demom/admin/catalog/category/save/key/338e6b3f4b261422d340c5227a079b534319ac956bc36e356b238df145a048b0/","invalidateInfo":{"tags":["cat_c_p_2","FPC"],"mode":"matchingTag"}} []
[2021-02-15 07:02:46] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://localhost/demom/admin/catalog/category/save/key/338e6b3f4b261422d340c5227a079b534319ac956bc36e356b238df145a048b0/","invalidateInfo":{"tags":["cat_c","FPC"],"mode":"matchingTag"}} []
[2021-02-15 07:02:46] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://localhost/demom/admin/catalog/category/save/key/338e6b3f4b261422d340c5227a079b534319ac956bc36e356b238df145a048b0/","invalidateInfo":{"tags":["cat_c_1","FPC"],"mode":"matchingTag"}} []
[2021-02-15 07:02:46] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://localhost/demom/admin/catalog/category/save/key/338e6b3f4b261422d340c5227a079b534319ac956bc36e356b238df145a048b0/","invalidateInfo":{"tags":["cat_c_2","FPC"],"mode":"matchingTag"}} []
[2021-02-15 07:02:46] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://localhost/demom/admin/catalog/category/save/key/338e6b3f4b261422d340c5227a079b534319ac956bc36e356b238df145a048b0/","invalidateInfo":{"tags":["cat_c_3","FPC"],"mode":"matchingTag"}} []
[2021-02-15 07:02:46] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://localhost/demom/admin/catalog/category/save/key/338e6b3f4b261422d340c5227a079b534319ac956bc36e356b238df145a048b0/","invalidateInfo":{"tags":["cat_c_1","FPC"],"mode":"matchingTag"}} []
[2021-02-15 07:02:46] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://localhost/demom/admin/catalog/category/save/key/338e6b3f4b261422d340c5227a079b534319ac956bc36e356b238df145a048b0/","invalidateInfo":{"tags":["cat_c_2","FPC"],"mode":"matchingTag"}} []
[2021-02-15 07:02:46] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://localhost/demom/admin/catalog/category/save/key/338e6b3f4b261422d340c5227a079b534319ac956bc36e356b238df145a048b0/","invalidateInfo":{"tags":["cat_c_3","FPC"],"mode":"matchingTag"}} []
[2021-02-15 07:02:46] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://localhost/demom/admin/catalog/category/save/key/338e6b3f4b261422d340c5227a079b534319ac956bc36e356b238df145a048b0/","invalidateInfo":{"tags":["cat_c_1","cat_c_2","cat_c_3"],"mode":"matchingAnyTag"}} []
[2021-02-15 07:02:46] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://localhost/demom/admin/catalog/category/save/key/338e6b3f4b261422d340c5227a079b534319ac956bc36e356b238df145a048b0/","invalidateInfo":{"tags":["cat_c_1","FPC"],"mode":"matchingTag"}} []
[2021-02-15 07:02:46] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://localhost/demom/admin/catalog/category/save/key/338e6b3f4b261422d340c5227a079b534319ac956bc36e356b238df145a048b0/","invalidateInfo":{"tags":["cat_c_2","FPC"],"mode":"matchingTag"}} []
[2021-02-15 07:02:46] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://localhost/demom/admin/catalog/category/save/key/338e6b3f4b261422d340c5227a079b534319ac956bc36e356b238df145a048b0/","invalidateInfo":{"tags":["cat_c_3","FPC"],"mode":"matchingTag"}} []
[2021-02-15 07:02:46] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://localhost/demom/admin/catalog/category/save/key/338e6b3f4b261422d340c5227a079b534319ac956bc36e356b238df145a048b0/","invalidateInfo":{"tags":["cat_c_1","cat_c_2","cat_c_3"],"mode":"matchingAnyTag"}} []
[2021-02-15 07:02:46] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://localhost/demom/admin/catalog/category/save/key/338e6b3f4b261422d340c5227a079b534319ac956bc36e356b238df145a048b0/","invalidateInfo":{"tags":["cat_c_3","FPC"],"mode":"matchingTag"}} []
[2021-02-15 07:02:46] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://localhost/demom/admin/catalog/category/save/key/338e6b3f4b261422d340c5227a079b534319ac956bc36e356b238df145a048b0/","invalidateInfo":{"tags":["cat_c_p_1","FPC"],"mode":"matchingTag"}} []
[2021-02-15 07:02:46] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://localhost/demom/admin/catalog/category/save/key/338e6b3f4b261422d340c5227a079b534319ac956bc36e356b238df145a048b0/","invalidateInfo":{"tags":["cat_c_p_2","FPC"],"mode":"matchingTag"}} []
[2021-02-15 07:02:46] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://localhost/demom/admin/catalog/category/save/key/338e6b3f4b261422d340c5227a079b534319ac956bc36e356b238df145a048b0/","invalidateInfo":{"tags":["cat_c_p_3","FPC"],"mode":"matchingTag"}} []
[2021-02-15 07:02:46] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://localhost/demom/admin/catalog/category/save/key/338e6b3f4b261422d340c5227a079b534319ac956bc36e356b238df145a048b0/","invalidateInfo":{"tags":["cat_c","FPC"],"mode":"matchingTag"}} []
[2021-02-15 07:02:46] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://localhost/demom/admin/catalog/category/save/key/338e6b3f4b261422d340c5227a079b534319ac956bc36e356b238df145a048b0/","invalidateInfo":{"tags":["cat_c_3","cat_c_p_1","cat_c_p_2","cat_c_p_3","cat_c"],"mode":"matchingAnyTag"}} []
[2021-02-15 07:02:46] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://localhost/demom/admin/catalog/category/save/key/338e6b3f4b261422d340c5227a079b534319ac956bc36e356b238df145a048b0/","invalidateInfo":{"tags":["cat_c_3","cat_c_p_1","cat_c_p_2","cat_c_p_3","cat_c"],"mode":"matchingAnyTag"}} []
[2021-02-15 07:02:59] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http://localhost/demom/electronics/mobiles.html","invalidateInfo":{"identifier":"LOCKED_RECORD_INFO_BLOCK_d62ae589f2fe592761b15f430d88f8760278724b"}} []
[2021-02-15 07:03:04] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http://localhost/demom/electronics/mobiles.html","invalidateInfo":{"identifier":"LOCKED_RECORD_INFO_BLOCK_11cc166125c81aabad659b880c94f1dc33235f5b"}} []
[2021-02-15 07:03:04] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http://localhost/demom/electronics/mobiles.html","invalidateInfo":{"identifier":"LOCKED_RECORD_INFO_BLOCK_e32ed4d299fd5e0086342a5140cbc5044180c541"}} []
[2021-02-15 07:03:04] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http://localhost/demom/electronics/mobiles.html","invalidateInfo":{"identifier":"LOCKED_RECORD_INFO_BLOCK_b97759fc9136283da2994b9c348afc71c020fa8e"}} []
[2021-02-15 07:03:06] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http://localhost/demom/electronics.html","invalidateInfo":{"identifier":"LOCKED_RECORD_INFO_BLOCK_5fd5353ea67f51f24deda0567ce2708fe21fe171"}} []
[2021-02-15 07:03:13] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http://localhost/demom/admin/catalog/category/edit/key/2876f963b79f7a0a760fdf226e98c8619f1c50090e13ab8640f84fb4211a5034/id/3/","invalidateInfo":{"identifier":"LOCKED_RECORD_INFO_BLOCK_3f35f28035e158e3732ff0f138d46030135d2010"}} []
[2021-02-15 07:03:47] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http://localhost/demom/electronics.html","invalidateInfo":{"identifier":"LOCKED_RECORD_INFO_BLOCK_e7d8674d8e04a4b16b29909182f75b7c38966f2a"}} []
[2021-02-15 07:03:54] main.INFO: Broken reference: the 'catalog.compare.sidebar' element cannot be added as child to 'sidebar.additional', because the latter doesn't exist [] []
[2021-02-15 07:03:54] main.INFO: Broken reference: the 'sale.reorder.sidebar' element cannot be added as child to 'sidebar.additional', because the latter doesn't exist [] []
[2021-02-15 07:03:54] main.INFO: Broken reference: the 'wishlist_sidebar' element cannot be added as child to 'sidebar.additional', because the latter doesn't exist [] []
[2021-02-15 07:03:54] main.INFO: Broken reference: the 'paypal.partner.right.logo' element cannot be added as child to 'sidebar.additional', because the latter doesn't exist [] []
[2021-02-15 07:03:54] main.INFO: Broken reference: the 'bml.right.logo' element cannot be added as child to 'sidebar.additional', because the latter doesn't exist [] []
[2021-02-15 07:04:03] main.INFO: Broken reference: the 'catalog.compare.sidebar' element cannot be added as child to 'sidebar.additional', because the latter doesn't exist [] []
[2021-02-15 07:04:03] main.INFO: Broken reference: the 'sale.reorder.sidebar' element cannot be added as child to 'sidebar.additional', because the latter doesn't exist [] []
[2021-02-15 07:04:03] main.INFO: Broken reference: the 'wishlist_sidebar' element cannot be added as child to 'sidebar.additional', because the latter doesn't exist [] []
[2021-02-15 07:04:03] main.INFO: Broken reference: the 'paypal.partner.right.logo' element cannot be added as child to 'sidebar.additional', because the latter doesn't exist [] []
[2021-02-15 07:04:03] main.INFO: Broken reference: the 'bml.right.logo' element cannot be added as child to 'sidebar.additional', because the latter doesn't exist [] []
[2021-02-15 07:04:03] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http://localhost/demom/","invalidateInfo":{"identifier":"LOCKED_RECORD_INFO_BLOCK_b0a989598306e0059c74be6e9f3584dbab34d1cf"}} []
[2021-02-15 07:04:10] main.INFO: Broken reference: the 'catalog.compare.sidebar' element cannot be added as child to 'sidebar.additional', because the latter doesn't exist [] []
[2021-02-15 07:04:10] main.INFO: Broken reference: the 'sale.reorder.sidebar' element cannot be added as child to 'sidebar.additional', because the latter doesn't exist [] []
[2021-02-15 07:04:10] main.INFO: Broken reference: the 'wishlist_sidebar' element cannot be added as child to 'sidebar.additional', because the latter doesn't exist [] []
[2021-02-15 07:04:10] main.INFO: Broken reference: the 'paypal.partner.right.logo' element cannot be added as child to 'sidebar.additional', because the latter doesn't exist [] []
[2021-02-15 07:04:10] main.INFO: Broken reference: the 'bml.right.logo' element cannot be added as child to 'sidebar.additional', because the latter doesn't exist [] []
[2021-02-15 07:04:10] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http://localhost/demom/","invalidateInfo":{"identifier":"LOCKED_RECORD_INFO_BLOCK_ad8f59232ea2eb596a3507675152f467be67fbff"}} []
[2021-02-15 07:04:10] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http://localhost/demom/","invalidateInfo":{"identifier":"LOCKED_RECORD_INFO_BLOCK_f01ce9981177100985c087118c5d6a4efe71651b"}} []
[2021-02-15 07:04:10] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http://localhost/demom/","invalidateInfo":{"identifier":"LOCKED_RECORD_INFO_BLOCK_a145814f3e5fc21799e16e13582d0d05360c4ba6"}} []
[2021-02-15 07:04:15] main.INFO: Broken reference: the 'catalog.compare.sidebar' element cannot be added as child to 'sidebar.additional', because the latter doesn't exist [] []
[2021-02-15 07:04:15] main.INFO: Broken reference: the 'sale.reorder.sidebar' element cannot be added as child to 'sidebar.additional', because the latter doesn't exist [] []
[2021-02-15 07:04:15] main.INFO: Broken reference: the 'wishlist_sidebar' element cannot be added as child to 'sidebar.additional', because the latter doesn't exist [] []
[2021-02-15 07:04:15] main.INFO: Broken reference: the 'paypal.partner.right.logo' element cannot be added as child to 'sidebar.additional', because the latter doesn't exist [] []
[2021-02-15 07:04:15] main.INFO: Broken reference: the 'bml.right.logo' element cannot be added as child to 'sidebar.additional', because the latter doesn't exist [] []
[2021-02-15 07:04:15] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http://localhost/demom/","invalidateInfo":{"identifier":"LOCKED_RECORD_INFO_BLOCK_f008f5de4861c1e5b7e836922d2c5725abe5aab3"}} []
[2021-02-15 07:04:24] main.DEBUG: cache_invalidate:  {"method":"GET","url":"http://localhost/demom/electronics.html","invalidateInfo":{"identifier":"LOCKED_RECORD_INFO_BLOCK_e44043c2f7f88491e7d40b8a64866a9daf455256"}} []
